pv,upper,lower,precision,drive_high,drive_low,scan,mdel
SR14MS-PC-DQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-HSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-HSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-HSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-HSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-HSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-HSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-HSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-HSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-HSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-HSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-OCT-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-OCT-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-QUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-QUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-QUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-QUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-QUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-QUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-QUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-QUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-QUAD-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-QUAD-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-QUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-QUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SEXT-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SEXT-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SEXT-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SEXT-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SEXT-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SEXT-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SEXT-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SEXT-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SEXT-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SEXT-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SEXT-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SEXT-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SQUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SQUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SQUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SQUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SQUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SQUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SQUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SQUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SQUAD-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SQUAD-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-SQUAD-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-SQUAD-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-VSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-VSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-VSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-VSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-VSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-VSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-VSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-VSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14MS-PC-VSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14MS-PC-VSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SI-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SI-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SI-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SI-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SI-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SI-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SI-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SI-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SK-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SK-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SK-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SK-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SK-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SK-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SK-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SK-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-ABQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-ABQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-ABQ-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-ABQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-DQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-DQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-HSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-HSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-HSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-HSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-HSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-HSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-HSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-HSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-HSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-HSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-HSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-HSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-OCT-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-OCT-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-QUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-QUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-QUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-QUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-QUAD-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-QUAD-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-QUAD-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-QUAD-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-QUAD-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-QUAD-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-QUAD-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-QUAD-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SEXT-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SEXT-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SEXT-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SEXT-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SEXT-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SEXT-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SEXT-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SEXT-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SEXT-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SEXT-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SEXT-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SEXT-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SQUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SQUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SQUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SQUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SQUAD-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SQUAD-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SQUAD-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SQUAD-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SQUAD-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SQUAD-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-SQUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-SQUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-VSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-VSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-VSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-VSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-VSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-VSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-VSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-VSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-VSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-VSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR14SM-PC-VSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR14SM-PC-VSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15-PC-DL1:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15-PC-DL1:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15-PC-DL2:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15-PC-DL2:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15-PC-DL3:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15-PC-DL3:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15-PC-DL4:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15-PC-DL4:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15C-DI-EBPM-01:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-01:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-02:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-02:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-03:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-03:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-04:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-04:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-05:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-05:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-06:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-06:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-07:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-07:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-08:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-08:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-09:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-09:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-10:SA:X,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15C-DI-EBPM-10:SA:Y,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-ABQ-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-ABQ-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-ABQ-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-ABQ-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-DQ-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-DQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-HSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-HSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-HSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-HSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-HSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-HSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-HSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-HSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-HSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-HSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-OCT-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-OCT-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-QUAD-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-QUAD-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-QUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-QUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-QUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-QUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-QUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-QUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-QUAD-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-QUAD-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-QUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-QUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SEXT-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SEXT-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SEXT-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SEXT-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SEXT-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SEXT-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SEXT-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SEXT-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SEXT-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SEXT-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SEXT-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SEXT-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SQUAD-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SQUAD-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SQUAD-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SQUAD-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SQUAD-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SQUAD-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SQUAD-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SQUAD-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SQUAD-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SQUAD-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-SQUAD-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-SQUAD-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-VSTR-08:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-VSTR-08:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-VSTR-09:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-VSTR-09:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-VSTR-10:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-VSTR-10:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-VSTR-13:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-VSTR-13:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15MS-PC-VSTR-14:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15MS-PC-VSTR-14:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SI-PC-HSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SI-PC-HSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SI-PC-HSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SI-PC-HSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SI-PC-VSTR-11:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SI-PC-VSTR-11:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SI-PC-VSTR-12:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SI-PC-VSTR-12:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-ABQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-ABQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-ABQ-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-ABQ-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-DQ-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-DQ-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-HSTR-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-HSTR-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-HSTR-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-HSTR-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-HSTR-03:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-HSTR-03:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-HSTR-05:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-HSTR-05:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-HSTR-06:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-HSTR-06:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-HSTR-07:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-HSTR-07:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-OCT-04:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-OCT-04:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-QUAD-01:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-QUAD-01:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
SR15SM-PC-QUAD-02:I,1500.0,-1500.0,3,1500.0,-1500.0,I/O Intr,0
SR15SM-PC-QUAD-02:SETI,1500.0,-1500.0,3,1500.0,-1500.0,Passive,0
